Label,Processed_Text
ham,"  (0, 8026)	0.19609779550499865
  (0, 1734)	0.26429482855429554
  (0, 5688)	0.35810037675095746
  (0, 3668)	0.30885012982302656
  (0, 961)	0.30169531851263276
  (0, 1922)	0.2861928924797603
  (0, 4397)	0.22827422574375325
  (0, 8220)	0.24299561103446493
  (0, 3131)	0.28500254766267197
  (0, 3494)	0.20208011268539564"
spam,"  (0, 3192)	0.300724308785595
  (0, 1664)	0.31988759159819813
  (0, 7838)	0.31988759159819813
  (0, 7888)	0.3090953903889755
  (0, 770)	0.31988759159819813
  (0, 4932)	0.3090953903889755
  (0, 5542)	0.2830924358897437
  (0, 6706)	0.2881017770859807
  (0, 2080)	0.3090953903889755
  (0, 7982)	0.21215844443221318
  (0, 6300)	0.23477944061300407
  (0, 7388)	0.16734779588229282
  (0, 3265)	0.15709537856855688"
ham,"  (0, 865)	0.43310166478657536
  (0, 5015)	0.44488798392421763
  (0, 7359)	0.576431846682091
  (0, 8031)	0.4103560833744927
  (0, 8026)	0.33738974597216587"
ham,"  (0, 4547)	0.6055910708724612
  (0, 4545)	0.5071367545773972
  (0, 3131)	0.4198772107384077
  (0, 5558)	0.44696184953392315"
ham,"  (0, 3616)	0.3012204218822696
  (0, 5899)	0.2552355646785407
  (0, 1850)	0.2510561255300049
  (0, 6663)	0.2683236143199659
  (0, 1131)	0.3012204218822696
  (0, 3607)	0.3356511657700454
  (0, 3230)	0.23031147396424975
  (0, 6373)	0.24227776203727458
  (0, 3787)	0.3012204218822696
  (0, 8181)	0.23031147396424975
  (0, 3737)	0.18180116586680747
  (0, 1498)	0.2195014685662554
  (0, 5144)	0.17052436910049246
  (0, 2626)	0.2314677566392802
  (0, 8329)	0.18717835492495608
  (0, 3789)	0.16960783044485106
  (0, 5343)	0.14996291342919701"
ham,"  (0, 1099)	0.6690446456305811
  (0, 2651)	0.420591107104803
  (0, 6450)	0.4626686374477117
  (0, 7388)	0.4017712218410924"
ham,"  (0, 1056)	0.42367964242584216
  (0, 1275)	0.3523397033936076
  (0, 4440)	0.3802190299016403
  (0, 4573)	0.27815873385476714
  (0, 5875)	0.30202145437363953
  (0, 5344)	0.29850643697720736
  (0, 8090)	0.30581796238422726
  (0, 8289)	0.3194630191834085
  (0, 5648)	0.2537096507630104
  (0, 7814)	0.18477179610449115"
ham,"  (0, 7382)	0.36830097678577606
  (0, 2706)	0.36830097678577606
  (0, 597)	0.5034494034998648
  (0, 3472)	0.38283255323890814
  (0, 1734)	0.3090037184478198
  (0, 4581)	0.35082025063672806
  (0, 1807)	0.3318562475260921"
ham,"  (0, 3288)	0.1721485030884613
  (0, 2211)	0.2229129744677348
  (0, 5862)	0.21267086535399873
  (0, 1771)	0.2384623458787065
  (0, 1772)	0.476924691757413
  (0, 6562)	0.200328634919897
  (0, 7892)	0.2508045763128082
  (0, 5282)	0.2508045763128082
  (0, 4898)	0.2508045763128082
  (0, 5426)	0.24401215675529334
  (0, 4833)	0.5016091526256165
  (0, 6224)	0.22612011544460472"
ham,"  (0, 6453)	0.1813449129544177
  (0, 5481)	0.21619361193523692
  (0, 6694)	0.2559097748663158
  (0, 2353)	0.21619361193523692
  (0, 5293)	0.22965881906645721
  (0, 4550)	0.2442935418727094
  (0, 6494)	0.1929611459480241
  (0, 1891)	0.4400383471739044
  (0, 4843)	0.20980073760091775
  (0, 1583)	0.4721033868015528
  (0, 3373)	0.2070701814244928
  (0, 3572)	0.17080990849154576
  (0, 4807)	0.18854485912780636
  (0, 8245)	0.20228422295069162
  (0, 2534)	0.16608051302852064
  (0, 6291)	0.14782335951342365"
ham,"  (0, 2413)	0.24402885712678213
  (0, 4597)	0.29648966051730363
  (0, 7874)	0.40973551861831736
  (0, 4473)	0.2688431084726571
  (0, 7738)	0.7505322281916762
  (0, 4610)	0.22155216169269473"
ham,"  (0, 4840)	0.3837854851125826
  (0, 7660)	0.336583751417184
  (0, 4720)	0.2770217950000171
  (0, 1496)	0.5348689228428916
  (0, 8168)	0.31916299593036873
  (0, 4597)	0.2561620150176309
  (0, 7405)	0.4572857359043105"
ham,"  (0, 3754)	0.6048323927014256
  (0, 987)	0.5383069372964148
  (0, 4539)	0.3594458748566341
  (0, 1835)	0.46389878319108707"
ham,"  (0, 6557)	0.4047212131533637
  (0, 4892)	0.4047212131533637
  (0, 4090)	0.31655469226135935
  (0, 2135)	0.31991242287308735
  (0, 2172)	0.36320533638271624
  (0, 919)	0.2940618175877759
  (0, 4066)	0.4047212131533637
  (0, 7382)	0.29607586600377833"
ham,"  (0, 4190)	0.3775048179710151
  (0, 4659)	0.42065518481115427
  (0, 1461)	0.2761730842826468
  (0, 5586)	0.26907046631048226
  (0, 5356)	0.3099231852438316
  (0, 3560)	0.42065518481115427
  (0, 5692)	0.27957884074042466
  (0, 4320)	0.193846634374507
  (0, 4972)	0.3227292075805639
  (0, 4485)	0.19740994666830455"
ham,"  (0, 1729)	0.5481768193334173
  (0, 8232)	0.5408776301432875
  (0, 3572)	0.5001494688006656
  (0, 2654)	0.3959849401359744"
ham,"  (0, 6230)	0.5444777223502548
  (0, 5261)	0.5791738884855937
  (0, 5712)	0.6067137848778087"
ham,"  (0, 5026)	0.5504067396160186
  (0, 2564)	0.6684159168942055
  (0, 3463)	0.5002725087667148"
ham,"  (0, 4605)	0.3462195324941815
  (0, 4703)	0.29669242398541035
  (0, 6459)	0.32918187985780917
  (0, 7442)	0.24180370117780195
  (0, 2221)	0.4472294861036403
  (0, 6401)	0.21981680282868732
  (0, 5176)	0.19866431699662404
  (0, 7665)	0.24008836008271944
  (0, 4485)	0.35229307035815643
  (0, 2738)	0.23844030486540554
  (0, 8134)	0.26598051502506204
  (0, 5343)	0.16769767028253116"
spam,"  (0, 355)	0.2283235288497338
  (0, 333)	0.2533352609895054
  (0, 4232)	0.30990807533247205
  (0, 243)	0.32072865179316284
  (0, 6669)	0.22623338184055367
  (0, 2689)	0.21887084740972454
  (0, 8074)	0.2794065834109548
  (0, 2177)	0.20279340954339803
  (0, 3395)	0.32072865179316284
  (0, 3566)	0.21416309017323149
  (0, 299)	0.22146587404730658
  (0, 7667)	0.21971611820802237
  (0, 8202)	0.19037203968591568
  (0, 7858)	0.2409792481729104
  (0, 2065)	0.23169410806812374
  (0, 2000)	0.18559520443631164
  (0, 5894)	0.19494942255420927"
ham,"  (0, 3637)	0.23771960845931392
  (0, 1103)	0.2883581447273321
  (0, 3601)	0.1999639754156393
  (0, 8079)	0.2640997314672968
  (0, 5991)	0.29842629590324987
  (0, 2771)	0.2687729953805351
  (0, 7675)	0.2805486799615386
  (0, 4231)	0.22422238867567457
  (0, 3234)	0.3126165579873673
  (0, 6547)	0.2883581447273321
  (0, 5386)	0.3126165579873673
  (0, 7967)	0.2883581447273321
  (0, 6912)	0.20067101951366767
  (0, 7814)	0.13633584701072826
  (0, 3128)	0.19927093311516117"
ham,"  (0, 8093)	0.21531658223438602
  (0, 1109)	0.28376003329786653
  (0, 4059)	0.26688245632494734
  (0, 1204)	0.26971330803949267
  (0, 3085)	0.26688245632494734
  (0, 1582)	0.2797353651315772
  (0, 1751)	0.2992484019998922
  (0, 2865)	0.2727708608191648
  (0, 5474)	0.23776945524882415
  (0, 6401)	0.1998282135323603
  (0, 6912)	0.21902814194797673
  (0, 3645)	0.1970985513269382
  (0, 4645)	0.4535605655402449
  (0, 2401)	0.16343759969112612"
spam,"  (0, 4886)	0.22684766593639832
  (0, 129)	0.3685198083153605
  (0, 5390)	0.2827306307153924
  (0, 3168)	0.3168359775171684
  (0, 3784)	0.23740642089417338
  (0, 6916)	0.3021210410798113
  (0, 368)	0.23410418905617705
  (0, 299)	0.2429153751626267
  (0, 4531)	0.2429153751626267
  (0, 2000)	0.20357054515948048
  (0, 6522)	0.2567968312585923
  (0, 8157)	0.28022950897491794
  (0, 6910)	0.25163311644159525
  (0, 6115)	0.2504372102816192"
ham,"  (0, 5146)	0.347374177478669
  (0, 7586)	0.3695101651934673
  (0, 6064)	0.3870804871081982
  (0, 5797)	0.3695101651934673
  (0, 3283)	0.29697049599046094
  (0, 3485)	0.3695101651934673
  (0, 2800)	0.3394735014875549
  (0, 8329)	0.2158582963185679
  (0, 6910)	0.2643067403351484"
ham,"  (0, 3208)	0.3160472888059909
  (0, 2570)	0.37397541638248916
  (0, 6465)	0.3100770315092506
  (0, 5563)	0.3617373790140759
  (0, 4005)	0.37397541638248916
  (0, 7746)	0.3438306092704977
  (0, 3766)	0.3368621535240232
  (0, 1734)	0.26697910634898486
  (0, 5708)	0.23939784476048104
  (0, 4226)	0.1819681857492623"
spam,"  (0, 2983)	0.2383042269456095
  (0, 570)	0.2915204303887482
  (0, 3919)	0.24032656554727536
  (0, 175)	0.3016989941563778
  (0, 5742)	0.23285017653825155
  (0, 7789)	0.2836253229632838
  (0, 709)	0.2836253229632838
  (0, 32)	0.3016989941563778
  (0, 7019)	0.2383042269456095
  (0, 887)	0.21377978328614347
  (0, 401)	0.2628286706050755
  (0, 5891)	0.23457643564435182
  (0, 6669)	0.21281037214569742
  (0, 1562)	0.2312042382231685
  (0, 2065)	0.21794709941035015
  (0, 2000)	0.17458336255780746"
spam,"  (0, 1607)	0.35460405354519625
  (0, 249)	0.35460405354519625
  (0, 4372)	0.2409803975812805
  (0, 15)	0.2773553087816377
  (0, 1770)	0.2773553087816377
  (0, 399)	0.252780689119973
  (0, 355)	0.2409803975812805
  (0, 2177)	0.21403504362791156
  (0, 1562)	0.2594124024876841
  (0, 1288)	0.23668453449434335
  (0, 7665)	0.22682111498477636
  (0, 7818)	0.21346383950142775
  (0, 4951)	0.18919576964014842
  (0, 5894)	0.20575623367433415
  (0, 3121)	0.2652322674823741"
ham,"  (0, 4722)	0.5124461429756575
  (0, 5489)	0.5124461429756575
  (0, 1126)	0.5124461429756575
  (0, 919)	0.37233245829930056
  (0, 5176)	0.27122940870214635"
spam,"  (0, 1119)	0.2505105698228111
  (0, 6063)	0.2357670392824292
  (0, 7000)	0.2505105698228111
  (0, 543)	0.2913750764528364
  (0, 6024)	0.2555388885361186
  (0, 111)	0.2505105698228111
  (0, 4773)	0.23292877132488343
  (0, 1287)	0.21467438190609334
  (0, 506)	0.23292877132488343
  (0, 701)	0.2913750764528364
  (0, 2842)	0.2388760100713731
  (0, 5279)	0.22790045261157593
  (0, 7936)	0.2555388885361186
  (0, 7539)	0.21315692207119402
  (0, 2065)	0.20093460760789564
  (0, 2000)	0.16095575277362056
  (0, 6522)	0.20303982215465533
  (0, 6115)	0.19801150344134782"
ham,"  (0, 5042)	0.46801652923061754
  (0, 6424)	0.6043358680661622
  (0, 3463)	0.3045665936336931
  (0, 7538)	0.3078675182208549
  (0, 322)	0.47769809315355777"
ham,"  (0, 1737)	0.43806310327828224
  (0, 5837)	0.5267598773833351
  (0, 8393)	0.33577214517871684
  (0, 7497)	0.25231172015649267
  (0, 4539)	0.24017244249036976
  (0, 3131)	0.34864275096296116
  (0, 8390)	0.2972557929666448
  (0, 8026)	0.2943213127451172"
ham,"  (0, 3476)	0.5818328659071867
  (0, 7117)	0.8133083770318794"
ham,"  (0, 1116)	0.28857183705593664
  (0, 3960)	0.3128482273938265
  (0, 6657)	0.2689721738268495
  (0, 4063)	0.3128482273938265
  (0, 6538)	0.2472912987122919
  (0, 1585)	0.26429544671804667
  (0, 6546)	0.37868598726024544
  (0, 3657)	0.28075658496371775
  (0, 8333)	0.28075658496371775
  (0, 4979)	0.19552310294987282
  (0, 5678)	0.19314772313354173
  (0, 4320)	0.1441669522688732
  (0, 4226)	0.2617518496897582
  (0, 2654)	0.16532507994844287
  (0, 7388)	0.156236108290852"
ham,"  (0, 6332)	1.0"
ham,"  (0, 4642)	0.4190187263260313
  (0, 7174)	0.399998666790478
  (0, 1331)	0.3484636007167194
  (0, 2453)	0.33905029116577073
  (0, 3428)	0.29198615306576753
  (0, 4573)	0.2750986988870649
  (0, 7497)	0.4014099788400032
  (0, 3807)	0.2301925430656495
  (0, 3732)	0.2301925430656495"
ham,"  (0, 2626)	0.7122686795445574
  (0, 2223)	0.7019069227040381"
ham,"  (0, 3789)	1.0"
ham,"  (0, 883)	0.61961398860083
  (0, 7525)	0.61961398860083
  (0, 2413)	0.3403917552937647
  (0, 5708)	0.3410138753604769"
ham,"  (0, 1087)	0.7095158949621767
  (0, 6010)	0.7046894314490754"
spam,"  (0, 7718)	0.28885682026783993
  (0, 6897)	0.26767657158748714
  (0, 744)	0.2719207542722789
  (0, 1086)	0.28885682026783993
  (0, 1015)	0.3072638621245342
  (0, 2240)	0.2719207542722789
  (0, 5694)	0.24694395480917808
  (0, 2747)	0.26767657158748714
  (0, 6861)	0.2604456228665673
  (0, 6020)	0.24694395480917808
  (0, 7191)	0.2638800208047391
  (0, 4320)	0.14832637825920905
  (0, 607)	0.1999215569046668
  (0, 7701)	0.16264627175236815
  (0, 8146)	0.1937612798947574
  (0, 8185)	0.24926952973079286"
spam,"  (0, 498)	0.23986544414403152
  (0, 2774)	0.22036731294471434
  (0, 5269)	0.183818668154517
  (0, 675)	0.23986544414403152
  (0, 3528)	0.2512711197297733
  (0, 7707)	0.2008691817453971
  (0, 1690)	0.1724129925687752
  (0, 4389)	0.22549599229959608
  (0, 4185)	0.17703481393712803
  (0, 2569)	0.19861759180961114
  (0, 4551)	0.22036731294471434
  (0, 2635)	0.41792327471794505
  (0, 4364)	0.22036731294471434
  (0, 6546)	0.1520751017794231
  (0, 6089)	0.16700159870164447
  (0, 4949)	0.1791194606102939
  (0, 5026)	0.13932324315237535
  (0, 7731)	0.15046724376102089
  (0, 7814)	0.10958236236187167
  (0, 351)	0.15046724376102089
  (0, 7566)	0.15654956892298633
  (0, 8005)	0.2469377726843616
  (0, 5169)	0.17509405431521988"
ham,"  (0, 3830)	0.5338849738741105
  (0, 8337)	0.45102818335129596
  (0, 5033)	0.5096509161811332
  (0, 3600)	0.3853657303969113
  (0, 2089)	0.3213870096404907"
ham,"  (0, 4822)	1.0"
ham,"  (0, 907)	0.5342544433781892
  (0, 1427)	0.5342544433781892
  (0, 6336)	0.5221033638575956
  (0, 1922)	0.3956671036488953"
spam,"  (0, 8359)	0.2614040535652927
  (0, 966)	0.2641767952562018
  (0, 679)	0.3342100694397643
  (0, 6559)	0.24997823247289053
  (0, 3647)	0.3082760433205768
  (0, 7226)	0.3342100694397643
  (0, 1912)	0.2123087430178267
  (0, 5032)	0.2520011516564938
  (0, 7888)	0.3082760433205768
  (0, 4539)	0.15238071867005806
  (0, 7665)	0.21377618172039586
  (0, 5169)	0.23288866668844482
  (0, 6074)	0.31903963666731655
  (0, 7388)	0.1669041919651118
  (0, 3265)	0.15667895165993442"
ham,"  (0, 5800)	0.42678810133275413
  (0, 4434)	0.3776966859246212
  (0, 7715)	0.3399697068813548
  (0, 4414)	0.36652814385720695
  (0, 3230)	0.30677121502896054
  (0, 5188)	0.27684891768686076
  (0, 6449)	0.320666941395173
  (0, 8390)	0.2522927848776432
  (0, 4485)	0.2098118323238162
  (0, 3494)	0.2098118323238162"
ham,"  (0, 8043)	0.748863604043188
  (0, 7388)	0.662724152675491"
ham,"  (0, 4708)	0.6102284643842985
  (0, 6720)	0.5747780098282559
  (0, 7982)	0.5452077224994619"
ham,"  (0, 5186)	0.21394645761001185
  (0, 3568)	0.1760979323895838
  (0, 3694)	0.26372262556162074
  (0, 1479)	0.24792397819155487
  (0, 5311)	0.26372262556162074
  (0, 6856)	0.26372262556162074
  (0, 2253)	0.20072660929678468
  (0, 5611)	0.2333878600807176
  (0, 4609)	0.22084776818665663
  (0, 4530)	0.38501805784505955
  (0, 7505)	0.21608024651362007
  (0, 5287)	0.2762627174556817
  (0, 7255)	0.2333878600807176
  (0, 7442)	0.355945821623385
  (0, 7461)	0.17862404374704152
  (0, 2641)	0.15887707251767808"
ham,"  (0, 5383)	0.7242819036721022
  (0, 5708)	0.5286588120382794
  (0, 4320)	0.4426461165167849"
ham,"  (0, 2667)	0.7365973354557637
  (0, 8302)	0.509028238148803
  (0, 8329)	0.44532529477517313"
ham,"  (0, 7287)	0.4818221551095632
  (0, 6991)	0.5941886463153447
  (0, 8111)	0.4857212437262567
  (0, 2009)	0.4229209581334703"
spam,"  (0, 81)	0.3090358732995351
  (0, 5164)	0.2905226768054447
  (0, 4650)	0.22439788199215946
  (0, 4549)	0.2783283460170812
  (0, 3086)	0.2986097817188849
  (0, 6574)	0.2307724613363038
  (0, 6056)	0.3090358732995351
  (0, 6215)	0.2783283460170812
  (0, 3667)	0.23367334630788084
  (0, 7063)	0.17027934429839464
  (0, 3688)	0.22324725472723064
  (0, 2840)	0.21798560975366246
  (0, 5026)	0.17950013713798688
  (0, 4531)	0.21339191060607712
  (0, 6217)	0.17080842982129593
  (0, 3272)	0.250707083724992
  (0, 7388)	0.16167076686799503"
ham,"  (0, 3646)	0.34520976306530843
  (0, 5832)	0.3673336631789965
  (0, 5997)	0.39030462255513826
  (0, 1431)	0.3981389268676173
  (0, 7740)	0.4539730172556704
  (0, 4473)	0.2747549852864667
  (0, 1922)	0.30172277550495946
  (0, 5708)	0.2498508761447247"
ham,"  (0, 2457)	0.829778114214927
  (0, 2177)	0.5580934340860136"
ham,"  (0, 6833)	0.5039962500259527
  (0, 1492)	0.5039962500259527
  (0, 6710)	0.5463954315236645
  (0, 4177)	0.35731918094842674
  (0, 3494)	0.2564187888123035"
ham,"  (0, 5173)	0.6261829929555818
  (0, 3183)	0.5977593520586851
  (0, 8153)	0.5005782819495576"
ham,"  (0, 5699)	0.4693614602273934
  (0, 7452)	0.3167480420824848
  (0, 4703)	0.38864890793785933
  (0, 2221)	0.29292162070902267
  (0, 1461)	0.3228028934504501
  (0, 5144)	0.24979319704124792
  (0, 8369)	0.32153746633187563
  (0, 1994)	0.41537303283535143"
ham,"  (0, 7717)	0.7742414718283291
  (0, 7814)	0.3376560331037029
  (0, 6217)	0.40850929841389005
  (0, 5343)	0.3459171862153789"
ham,"  (0, 3288)	0.1721485030884613
  (0, 2211)	0.2229129744677348
  (0, 5862)	0.21267086535399873
  (0, 1771)	0.2384623458787065
  (0, 1772)	0.476924691757413
  (0, 6562)	0.200328634919897
  (0, 7892)	0.2508045763128082
  (0, 5282)	0.2508045763128082
  (0, 4898)	0.2508045763128082
  (0, 5426)	0.24401215675529334
  (0, 4833)	0.5016091526256165
  (0, 6224)	0.22612011544460472"
ham,"  (0, 4924)	0.2362730517243519
  (0, 3604)	0.2362730517243519
  (0, 2968)	0.2362730517243519
  (0, 7693)	0.16133223505230712
  (0, 4599)	0.17815465955211823
  (0, 4203)	0.19648897097771661
  (0, 1983)	0.2362730517243519
  (0, 2692)	0.19118106649829225
  (0, 5012)	0.22554816706383343
  (0, 6626)	0.20721385563823508
  (0, 8150)	0.22554816706383343
  (0, 3177)	0.21793874029875357
  (0, 2573)	0.2362730517243519
  (0, 3183)	0.22554816706383343
  (0, 5383)	0.17815465955211823
  (0, 6669)	0.15909562278737763
  (0, 7442)	0.15221092136144002
  (0, 3572)	0.15770315285978126
  (0, 6036)	0.19370209892484072
  (0, 2097)	0.17407724764064292
  (0, 3610)	0.157033476073644
  (0, 7497)	0.22634396683106675
  (0, 4539)	0.10772702774777873
  (0, 4226)	0.09884171126026559
  (0, 4485)	0.22176191914050108
  (0, 8227)	0.15982034812651988"
ham,"  (0, 845)	0.8709012007069681
  (0, 8220)	0.49145813515208125"
ham,"  (0, 3836)	0.6667701530625306
  (0, 4433)	0.7452634185205722"
ham,"  (0, 4918)	0.36125705127336916
  (0, 1612)	0.35092664102940185
  (0, 4046)	0.43344093342786655
  (0, 3476)	0.22595707528030629
  (0, 3645)	0.2789907881194865
  (0, 3709)	0.3146363841958454
  (0, 2641)	0.27776186520830426
  (0, 4610)	0.24089417284541786
  (0, 2532)	0.2620551449636972
  (0, 7538)	0.2460476210025486
  (0, 7443)	0.2572747397002691"
spam,"  (0, 1180)	0.32856993046362915
  (0, 24)	0.3821678609276206
  (0, 8319)	0.27410765189132047
  (0, 1078)	0.3821678609276206
  (0, 6558)	0.23737086535895144
  (0, 7982)	0.24195923412704315
  (0, 5176)	0.2022752329492829
  (0, 2463)	0.5591536924953813
  (0, 2342)	0.23737086535895144"
spam,"  (0, 128)	0.3650444874501602
  (0, 5390)	0.29338148908541645
  (0, 3168)	0.32877163201107595
  (0, 3784)	0.24634985287633995
  (0, 6916)	0.3135023633334461
  (0, 299)	0.25206633715854443
  (0, 4531)	0.25206633715854443
  (0, 1835)	0.22501988557464556
  (0, 2000)	0.21123933236982279
  (0, 6522)	0.26647072712436964
  (0, 8157)	0.29078614659016716
  (0, 6910)	0.2611124879467121
  (0, 6115)	0.25987153032874044"
ham,"  (0, 2881)	0.5716511650216637
  (0, 6396)	0.4569848770729962
  (0, 4473)	0.3459765260587344
  (0, 6089)	0.37993486303138996
  (0, 5144)	0.2904219147794188
  (0, 4914)	0.34056515139024146"
ham,"  (0, 3619)	0.4148427545015148
  (0, 5518)	0.40264322683444803
  (0, 3836)	0.34594140102788545
  (0, 4177)	0.34320818992209945
  (0, 5176)	0.5555548158391418
  (0, 1807)	0.34594140102788545"
ham,"  (0, 6928)	0.4850809688568488
  (0, 2956)	0.5994922140798746
  (0, 3645)	0.34628983255415363
  (0, 4610)	0.2990034306874112
  (0, 4716)	0.3369434976859689
  (0, 2401)	0.28714964493175127"
spam,"  (0, 655)	0.21726966470107792
  (0, 3295)	0.19388198845861482
  (0, 556)	0.4535776932594912
  (0, 3287)	0.16053649923199517
  (0, 4060)	0.21726966470107792
  (0, 499)	0.25271175267349566
  (0, 1575)	0.5054235053469913
  (0, 7063)	0.39877220452739415
  (0, 870)	0.20202084119958422
  (0, 6807)	0.15843990048619708
  (0, 5708)	0.13908371294671523
  (0, 8329)	0.14092657782703488
  (0, 8274)	0.1417546702040892
  (0, 6217)	0.13333708480096026
  (0, 6536)	0.12314252452425423"
spam,"  (0, 4850)	0.2559465526176629
  (0, 4045)	0.24654753563629367
  (0, 1344)	0.29183991041062457
  (0, 3499)	0.24269938221186668
  (0, 2181)	0.22600992126848504
  (0, 5411)	0.21501685437763055
  (0, 1345)	0.29183991041062457
  (0, 7693)	0.19927446096959361
  (0, 6558)	0.3625333219402706
  (0, 2675)	0.23330036523049744
  (0, 5026)	0.16181757315935996
  (0, 7814)	0.3818247021225476
  (0, 8043)	0.16468813915622893
  (0, 8010)	0.24269938221186668
  (0, 4951)	0.15570853155747313
  (0, 6115)	0.1983273934342489"
ham,"  (0, 4965)	0.5488198796798679
  (0, 2325)	0.574916433624819
  (0, 5742)	0.42357716912016324
  (0, 5678)	0.35494463584383096
  (0, 7814)	0.2507279826866823"
spam,"  (0, 6386)	0.3469754661425279
  (0, 226)	0.3469754661425279
  (0, 333)	0.2616265189467161
  (0, 6669)	0.23363763863467554
  (0, 2689)	0.2260341402261261
  (0, 8074)	0.28855111405763456
  (0, 2177)	0.20943051352955117
  (0, 3566)	0.2211723056239508
  (0, 7667)	0.22690707538589105
  (0, 8202)	0.19660261210094826
  (0, 7818)	0.2088715977019745
  (0, 7858)	0.2488661135904295
  (0, 2065)	0.23927708569885417
  (0, 2000)	0.1916694386727627
  (0, 5894)	0.20132980539034825
  (0, 816)	0.28075626560772793"
ham,"  (0, 1446)	0.4246773943926292
  (0, 8173)	0.34795799516139636
  (0, 4922)	0.4448709350100594
  (0, 1281)	0.4246773943926292
  (0, 3295)	0.3413076779164757
  (0, 3737)	0.24095865855116708
  (0, 1455)	0.28764158294277226
  (0, 8043)	0.2510450553127332"
ham,"  (0, 4363)	0.45300751393141375
  (0, 5149)	0.35432206048043746
  (0, 1649)	0.45300751393141375
  (0, 3041)	0.3508231359227542
  (0, 2902)	0.40653847916543207
  (0, 7555)	0.3362335436009282
  (0, 3534)	0.25024160029260223"
ham,"  (0, 8023)	0.4013506396532481
  (0, 7845)	0.45351649577481773
